port_call_id,voyage_id,port,port_type,call_date,agency_fee,pilotage,towage,port_dues,mooring,canal_transit,currency,usd_fx_rate
PC1106-L,VYG1106,Escravos,load,2024-12-31,9843.05,7437.62,13666.43,9603.55,3984.87,0.0,USD,1.0
PC1106-D,VYG1106,Singapore,discharge,2025-01-18,11862.32,4226.33,5157.01,16886.26,2682.24,0.0,SGD,0.74
PC1107-L,VYG1107,Ras Tanura,load,2022-01-06,5830.89,3502.7,3855.73,6175.36,1889.68,0.0,EUR,1.09
PC1107-D,VYG1107,Augusta,discharge,2022-01-27,7732.34,3989.19,5179.73,10465.38,908.09,0.0,EUR,1.09
PC1108-L,VYG1108,Djeno,load,2022-02-07,5594.73,1872.49,5024.5,7478.87,1673.69,0.0,SGD,0.74
PC1108-D,VYG1108,Augusta,discharge,2022-02-19,5980.02,1618.73,5436.41,10523.03,992.05,0.0,SGD,0.74
PC1109-L,VYG1109,Escravos,load,2022-03-05,5182.05,2470.38,4347.19,4615.55,1074.86,0.0,USD,1.0
PC1109-D,VYG1109,Augusta,discharge,2022-03-27,7574.56,2670.29,4192.58,2949.58,1977.02,0.0,EUR,1.09
PC1110-L,VYG1110,Sullom Voe,load,2022-04-09,6356.27,2616.93,2562.15,7643.38,1891.51,0.0,SGD,0.74
PC1110-D,VYG1110,Ulsan,discharge,2022-04-22,4430.07,2039.06,2877.65,7391.3,1982.21,0.0,AED,0.27
PC1111-L,VYG1111,Basrah,load,2022-05-08,6518.91,2666.43,6140.09,8499.63,916.54,0.0,AED,0.27
PC1111-D,VYG1111,Qingdao,discharge,2022-06-01,5060.35,2710.68,6191.51,8124.33,1578.72,0.0,EUR,1.09
PC1112-L,VYG1112,Djeno,load,2022-06-15,8581.66,2455.73,3895.67,2967.81,1899.28,0.0,AED,0.27
PC1112-D,VYG1112,Trieste,discharge,2022-06-30,7280.8,2522.07,2472.26,8348.27,1709.67,0.0,EUR,1.09
PC1113-L,VYG1113,Ras Tanura,load,2022-07-10,7721.87,2223.95,6916.27,8583.28,1565.92,0.0,USD,1.0
PC1113-D,VYG1113,Fos-sur-Mer,discharge,2022-07-22,7641.64,4437.77,6995.75,7338.87,1185.0,0.0,AED,0.27
PC1114-L,VYG1114,Escravos,load,2022-07-28,6129.0,4168.29,5501.59,3243.73,751.32,0.0,AED,0.27
PC1114-D,VYG1114,Rotterdam,discharge,2022-08-18,8954.31,4375.01,7119.65,6013.36,1765.48,0.0,EUR,1.09
PC1115-L,VYG1115,Mongstad,load,2022-08-30,8575.32,2577.6,2872.11,10509.84,574.41,0.0,USD,1.0
PC1115-D,VYG1115,Qingdao,discharge,2022-09-09,7359.3,3634.67,5697.42,4652.79,1666.76,0.0,SGD,0.74
PC1116-L,VYG1116,Ras Tanura,load,2022-09-21,5353.04,4199.76,3260.68,8137.31,1764.46,0.0,USD,1.0
PC1116-D,VYG1116,Trieste,discharge,2022-10-05,5208.45,2332.04,6209.95,3312.73,828.07,0.0,USD,1.0
PC1117-L,VYG1117,Sullom Voe,load,2022-10-19,6612.46,4519.37,5065.89,5695.99,2072.49,0.0,EUR,1.09
PC1117-D,VYG1117,Augusta,discharge,2022-11-17,6655.55,2950.6,4274.66,5099.56,1041.26,0.0,EUR,1.09
PC1118-L,VYG1118,Basrah,load,2022-11-29,7835.94,1709.04,5697.57,4222.85,1133.72,0.0,USD,1.0
PC1118-D,VYG1118,Qingdao,discharge,2022-12-24,4985.11,3326.69,5947.91,5435.11,784.86,0.0,EUR,1.09
PC1119-L,VYG1119,Escravos,load,2023-01-06,5406.26,4165.24,3516.28,8753.48,1049.96,0.0,USD,1.0
PC1119-D,VYG1119,Antwerp,discharge,2023-01-26,5207.32,3878.3,4574.34,2880.42,2043.38,0.0,SGD,0.74
PC1120-L,VYG1120,Escravos,load,2023-02-13,4991.5,2696.77,4133.25,6499.83,1767.67,0.0,SGD,0.74
PC1120-D,VYG1120,Qingdao,discharge,2023-03-14,4245.41,4526.61,5508.88,10143.46,1818.14,0.0,EUR,1.09
PC1121-L,VYG1121,Basrah,load,2023-03-24,9099.95,3479.16,3988.49,6132.35,1566.36,0.0,SGD,0.74
PC1121-D,VYG1121,Augusta,discharge,2023-04-11,6461.84,3892.09,2590.4,9190.23,849.28,0.0,EUR,1.09
PC1122-L,VYG1122,Mongstad,load,2023-04-22,9184.79,2071.52,2786.93,9047.15,1820.22,0.0,USD,1.0
PC1122-D,VYG1122,Qingdao,discharge,2023-05-11,8104.13,4615.28,3531.51,9163.86,1082.89,0.0,USD,1.0
PC1123-L,VYG1123,Sullom Voe,load,2023-05-25,7043.63,2988.1,2137.48,7171.58,1707.73,0.0,AED,0.27
PC1123-D,VYG1123,Antwerp,discharge,2023-06-04,5132.64,4524.03,4900.1,4041.48,1547.26,0.0,AED,0.27
PC1124-L,VYG1124,Basrah,load,2023-06-18,5224.13,1780.77,5715.99,3507.82,694.49,0.0,USD,1.0
PC1124-D,VYG1124,Antwerp,discharge,2023-07-12,8110.37,1754.44,6371.45,8922.91,750.07,0.0,EUR,1.09
PC1125-L,VYG1125,Sullom Voe,load,2023-07-30,6943.47,1885.34,5438.21,3130.48,2018.95,0.0,USD,1.0
PC1125-D,VYG1125,Ulsan,discharge,2023-08-21,5307.38,3737.95,2782.33,4289.15,1239.17,0.0,USD,1.0
PC1126-L,VYG1126,Bonny,load,2023-09-03,7231.64,4736.41,2243.21,2635.82,1080.25,0.0,EUR,1.09
PC1126-D,VYG1126,Ulsan,discharge,2023-09-27,6141.76,4372.93,6912.93,9589.48,752.89,0.0,USD,1.0
PC1127-L,VYG1127,Djeno,load,2023-10-13,6383.75,3937.0,3753.08,7872.91,901.35,0.0,SGD,0.74
PC1127-D,VYG1127,Fos-sur-Mer,discharge,2023-11-01,5916.67,4298.96,3426.01,10251.49,1010.56,0.0,EUR,1.09
PC1128-L,VYG1128,Escravos,load,2023-11-14,4337.25,2385.49,3008.35,6637.27,704.76,0.0,EUR,1.09
PC1128-D,VYG1128,Augusta,discharge,2023-11-30,7510.52,4344.68,4015.93,3964.43,1158.71,0.0,AED,0.27
PC1129-L,VYG1129,Bonny,load,2023-12-13,8352.76,3449.1,2639.35,6877.11,1266.24,0.0,USD,1.0
PC1129-D,VYG1129,Augusta,discharge,2024-01-02,5936.12,1928.11,7273.86,4024.08,831.2,0.0,EUR,1.09
PC1130-L,VYG1130,Sullom Voe,load,2024-01-17,4980.07,3381.81,4443.33,4604.84,1205.16,0.0,SGD,0.74
PC1130-D,VYG1130,Augusta,discharge,2024-02-03,7760.55,2470.17,6926.96,5053.47,839.79,0.0,EUR,1.09
PC1131-L,VYG1131,Sullom Voe,load,2024-02-11,9240.72,4141.37,3913.86,9280.64,1346.39,0.0,AED,0.27
PC1131-D,VYG1131,Qingdao,discharge,2024-03-10,6039.56,4233.17,6068.07,4986.54,1485.22,0.0,SGD,0.74
PC1132-L,VYG1132,Sullom Voe,load,2024-03-22,6158.79,1583.32,7172.23,6975.4,1472.19,0.0,SGD,0.74
PC1132-D,VYG1132,Augusta,discharge,2024-04-09,7372.76,3320.03,3634.25,10308.78,1508.9,0.0,USD,1.0
PC1133-L,VYG1133,Basrah,load,2024-04-26,7746.85,3017.15,3622.74,3141.69,1080.03,0.0,EUR,1.09
PC1133-D,VYG1133,Augusta,discharge,2024-05-18,5140.78,3672.2,6736.09,5025.1,1052.62,0.0,USD,1.0
PC1134-L,VYG1134,Basrah,load,2024-06-03,7743.92,2051.7,7001.7,5507.72,686.56,0.0,USD,1.0
PC1134-D,VYG1134,Trieste,discharge,2024-06-18,5133.34,4527.48,3408.16,7865.26,773.41,0.0,EUR,1.09
PC1135-L,VYG1135,Djeno,load,2024-06-25,5235.6,4358.39,2886.31,2781.46,1318.62,0.0,USD,1.0
PC1135-D,VYG1135,Augusta,discharge,2024-07-19,8757.03,2610.13,2781.65,10392.96,1595.91,0.0,USD,1.0
PC1136-L,VYG1136,Djeno,load,2024-08-01,8693.64,3956.76,5784.08,5671.39,1039.12,0.0,AED,0.27
PC1136-D,VYG1136,Ulsan,discharge,2024-08-13,7989.32,3844.81,7113.1,7125.75,992.17,0.0,USD,1.0
PC1137-L,VYG1137,Basrah,load,2024-08-29,6791.52,3519.34,4354.11,8883.29,1450.36,0.0,EUR,1.09
PC1137-D,VYG1137,Augusta,discharge,2024-09-14,4263.03,3380.69,5443.65,9863.9,1180.35,0.0,USD,1.0
PC1138-L,VYG1138,Bonny,load,2024-09-30,7238.86,3080.99,4906.72,3165.04,1944.37,0.0,USD,1.0
PC1138-D,VYG1138,Augusta,discharge,2024-10-27,9008.17,3311.87,5037.86,3088.03,1471.43,0.0,USD,1.0
PC1139-L,VYG1139,Escravos,load,2024-11-05,6473.53,3820.58,2354.86,8249.35,979.96,0.0,AED,0.27
PC1139-D,VYG1139,Qingdao,discharge,2024-11-30,7645.65,3561.72,3301.37,6112.91,1846.97,0.0,USD,1.0
PC1140-L,VYG1140,Djeno,load,2024-12-13,7402.78,1797.21,4439.32,5096.33,1540.47,0.0,AED,0.27
PC1140-D,VYG1140,,discharge,2024-12-31,7450.04,1612.86,5307.2,8438.65,1741.26,0.0,AED,0.27
PC1141-L,VYG1141,Djeno,load,2022-01-04,4495.31,2523.49,4298.0,4027.87,1183.89,0.0,AED,0.27
PC1141-D,VYG1141,Fos-sur-Mer,discharge,2022-01-16,4558.91,1925.5,5592.84,4677.86,1640.24,0.0,USD,1.0
PC1142-L,VYG1142,Djeno,load,2022-01-28,4438.43,3336.89,4141.91,8872.89,1754.14,0.0,USD,1.0
PC1142-D,VYG1142,Qingdao,discharge,2022-02-21,6152.1,3525.32,3284.17,7172.86,650.92,0.0,USD,1.0
PC1143-L,VYG1143,Ras Tanura,load,2022-03-05,6461.1,2143.76,6716.36,6109.14,1450.85,0.0,AED,0.27
PC1143-D,VYG1143,Trieste,discharge,2022-03-27,6072.67,2476.65,3155.28,9774.86,1778.49,0.0,EUR,1.09
PC1144-L,VYG1144,Ras Tanura,load,2022-04-08,4884.07,3914.72,4283.64,2737.53,1352.87,0.0,USD,1.0
PC1144-D,VYG1144,Rotterdam,discharge,2022-04-28,5285.32,3755.57,3439.04,9617.99,1555.09,302107.89,EUR,1.09
PC1145-L,VYG1145,Escravos,load,2022-05-11,8542.28,3501.7,6640.31,5455.89,1385.48,0.0,EUR,1.09
PC1145-D,VYG1145,Antwerp,discharge,2022-05-25,6886.49,4407.9,2956.39,7154.44,1707.79,0.0,EUR,1.09
PC1146-L,VYG1146,Escravos,load,2022-06-10,6123.26,4294.21,4045.44,3977.14,1440.29,0.0,SGD,0.74
PC1146-D,VYG1146,Antwerp,discharge,2022-07-04,6387.64,1617.7,2458.82,4149.59,1731.18,0.0,USD,1.0
PC1147-L,VYG1147,Mongstad,load,2022-07-20,8855.01,3283.31,2645.79,6811.86,1866.63,0.0,EUR,1.09
PC1147-D,VYG1147,Antwerp,discharge,2022-08-02,8108.93,2484.05,2741.69,9687.02,1864.25,0.0,USD,1.0
PC1148-L,VYG1148,Basrah,load,2022-08-16,4467.78,4156.34,2602.08,3113.44,1714.34,0.0,EUR,1.09
PC1148-D,VYG1148,Fos-sur-Mer,discharge,2022-09-05,6993.36,2871.68,6823.55,9205.2,613.8,0.0,EUR,1.09
PC1149-L,VYG1149,Ras Tanura,load,2022-09-14,7410.86,3994.92,4974.23,10333.26,1600.43,0.0,USD,1.0
PC1149-D,VYG1149,Ulsan,discharge,2022-10-05,4731.68,2192.66,6417.35,10441.21,677.73,0.0,EUR,1.09
PC1150-L,VYG1150,Djeno,load,2022-10-15,4711.72,3967.04,2430.12,3154.86,1918.78,0.0,USD,1.0
PC1150-D,VYG1150,Rotterdam,discharge,2022-11-03,8375.69,4338.11,5497.69,5148.58,1946.25,0.0,USD,1.0
PC1151-L,VYG1151,Mongstad,load,2022-11-11,5749.99,2435.1,6732.16,7961.12,1929.54,0.0,SGD,0.74
PC1151-D,VYG1151,Ulsan,discharge,2022-11-22,5002.55,4560.21,5300.02,7860.74,1958.41,0.0,USD,1.0
PC1152-L,VYG1152,Bonny,load,2022-12-06,6179.27,3829.47,5444.45,8800.53,1931.53,0.0,USD,1.0
PC1152-D,VYG1152,Trieste,discharge,2023-01-02,7745.65,1782.39,3051.77,10105.4,2044.11,0.0,AED,0.27
PC1153-L,VYG1153,Basrah,load,2023-01-18,9249.46,1685.55,4094.81,8580.1,1705.36,0.0,SGD,0.74
PC1153-D,VYG1153,Ulsan,discharge,2023-02-07,4636.26,3483.8,2841.02,6488.36,899.64,0.0,USD,1.0
PC1154-L,VYG1154,Basrah,load,2023-02-17,4464.88,1821.26,6860.34,8462.14,1986.3,0.0,USD,1.0
PC1154-D,VYG1154,Rotterdam,discharge,2023-03-16,6349.56,2695.4,5318.67,5376.41,1694.98,359898.29,EUR,1.09
PC1155-L,VYG1155,Ras Tanura,load,2023-03-27,8380.23,4320.15,3363.99,6753.79,874.14,0.0,EUR,1.09
PC1155-D,VYG1155,Fos-sur-Mer,discharge,2023-04-19,4383.21,3792.57,4966.34,8299.5,660.9,0.0,USD,1.0
PC1156-L,VYG1156,Bonny,load,2023-04-27,9396.59,4692.25,4526.83,9415.23,905.74,0.0,USD,1.0
PC1156-D,VYG1156,Qingdao,discharge,2023-05-13,8046.6,4330.77,6356.75,8989.09,1250.29,0.0,USD,1.0
PC1157-L,VYG1157,Bonny,load,2023-05-25,8477.95,3738.81,2786.5,3513.01,1735.25,0.0,EUR,1.09
PC1157-D,VYG1157,Augusta,discharge,2023-06-19,7459.93,3200.84,6841.34,7794.45,1145.28,0.0,USD,1.0
PC1158-L,VYG1158,Ras Tanura,load,2023-07-05,6352.91,3470.47,6072.11,7046.84,1322.09,0.0,USD,1.0
PC1158-D,VYG1158,Antwerp,discharge,2023-07-20,7877.55,4177.29,2420.69,8543.04,1329.94,403573.12,EUR,1.09
PC1159-L,VYG1159,Ras Tanura,load,2023-07-29,4577.56,3702.09,5843.23,6727.14,1769.6,0.0,USD,1.0
PC1159-D,VYG1159,Fos-sur-Mer,discharge,2023-08-19,5757.97,2203.99,3928.84,5835.56,1615.95,0.0,USD,1.0
PC1160-L,VYG1160,Basrah,load,2023-09-04,8611.55,3833.68,3003.87,5491.47,772.04,0.0,USD,1.0
PC1160-D,VYG1160,,discharge,2023-10-02,7780.52,2349.26,4842.86,8832.53,1576.71,0.0,EUR,1.09
PC1161-L,VYG1161,Basrah,load,2023-10-12,5748.16,2615.2,5512.61,6929.99,674.67,0.0,USD,1.0
PC1161-D,VYG1161,Rotterdam,discharge,2023-10-22,6869.34,3056.35,3131.83,5576.07,1045.87,428578.57,EUR,1.09
PC1162-L,VYG1162,Escravos,load,2023-11-01,5603.52,3351.66,4512.57,9596.87,2001.24,0.0,USD,1.0
PC1162-D,VYG1162,Qingdao,discharge,2023-11-26,5335.24,1884.33,6203.27,10426.33,1879.19,0.0,AED,0.27
PC1163-L,VYG1163,Ras Tanura,load,2023-12-09,4310.68,2358.97,2320.16,9059.78,1436.14,0.0,AED,0.27
PC1163-D,VYG1163,Augusta,discharge,2023-12-20,6875.13,3310.97,3414.49,7339.53,571.48,0.0,SGD,0.74
PC1164-L,VYG1164,Basrah,load,2023-12-30,7567.46,3876.12,5615.5,5223.79,1820.57,0.0,AED,0.27
PC1164-D,VYG1164,,discharge,2024-01-13,7931.35,1972.85,3114.59,7617.97,977.72,0.0,AED,0.27
PC1165-L,VYG1165,Djeno,load,2024-01-26,4811.7,2056.6,2960.06,6367.33,1476.93,0.0,USD,1.0
PC1165-D,VYG1165,Qingdao,discharge,2024-02-05,5109.84,3807.24,3563.97,5062.4,874.23,0.0,EUR,1.09
PC1166-L,VYG1166,Mongstad,load,2024-02-15,8295.91,4583.82,4670.75,2946.61,932.43,0.0,EUR,1.09
PC1166-D,VYG1166,Ulsan,discharge,2024-03-07,5013.8,4216.27,2537.4,10203.51,1447.3,0.0,EUR,1.09
PC1167-L,VYG1167,Mongstad,load,2024-03-16,6896.17,4230.68,2237.5,8717.32,706.4,0.0,EUR,1.09
PC1167-D,VYG1167,Antwerp,discharge,2024-03-30,8586.74,3231.61,2413.24,9157.64,566.22,0.0,USD,1.0
PC1168-L,VYG1168,Sullom Voe,load,2024-04-10,4910.81,4075.17,4526.16,9535.57,1520.96,0.0,SGD,0.74
PC1168-D,VYG1168,,discharge,2024-04-24,7449.8,2487.62,2792.93,10161.87,687.87,0.0,AED,0.27
PC1169-L,VYG1169,Ras Tanura,load,2024-05-09,6955.16,2425.87,3475.67,7284.17,1776.09,0.0,SGD,0.74
PC1169-D,VYG1169,,discharge,2024-05-22,8253.91,4298.04,3626.19,6272.82,537.99,0.0,USD,1.0
PC1170-L,VYG1170,Bonny,load,2024-06-02,8095.22,2519.36,5031.82,3945.67,1809.79,0.0,AED,0.27
PC1170-D,VYG1170,,discharge,2024-06-30,8463.72,4325.2,2333.74,10407.47,912.35,0.0,EUR,1.09
PC1171-L,VYG1171,Djeno,load,2024-07-14,5806.04,2352.91,3493.42,6955.06,899.84,0.0,USD,1.0
PC1171-D,VYG1171,Ulsan,discharge,2024-07-28,6247.4,3628.6,6468.54,8054.69,1456.42,0.0,USD,1.0
PC1172-L,VYG1172,Mongstad,load,2024-08-10,4959.78,4132.6,2288.41,4690.57,612.92,0.0,SGD,0.74
PC1172-D,VYG1172,Fos-sur-Mer,discharge,2024-08-25,7679.54,2726.69,5505.72,5340.86,1238.85,0.0,USD,1.0
PC1173-L,VYG1173,Djeno,load,2024-09-11,6583.33,1713.12,4344.85,7649.02,1380.64,0.0,SGD,0.74
PC1173-D,VYG1173,Fos-sur-Mer,discharge,2024-10-08,4580.65,3667.7,3709.72,2729.98,767.62,0.0,SGD,0.74
PC1174-L,VYG1174,Djeno,load,2024-10-22,6790.56,2544.66,5727.27,4505.8,1736.62,0.0,EUR,1.09
PC1174-D,VYG1174,Antwerp,discharge,2024-11-19,5685.9,3519.51,6275.9,5643.28,596.82,0.0,USD,1.0
PC1175-L,VYG1175,Djeno,load,2024-11-27,6988.83,4695.58,7164.39,4351.69,1709.78,0.0,SGD,0.74
PC1175-D,VYG1175,Rotterdam,discharge,2024-12-22,5991.91,2073.26,5578.29,6548.49,1369.93,0.0,USD,1.0
PC1176-L,VYG1176,Ras Tanura,load,2025-01-02,8516.69,2626.75,5584.46,5491.27,590.41,0.0,EUR,1.09
PC1176-D,VYG1176,,discharge,2025-01-28,6164.95,4553.11,4622.41,3466.28,1603.22,0.0,USD,1.0
PC1177-L,VYG1177,Basrah,load,2022-01-05,9404.69,4505.42,5183.79,5676.91,1462.42,0.0,SGD,0.74
PC1177-D,VYG1177,Trieste,discharge,2022-01-18,8618.3,4355.96,6500.5,6310.48,723.51,0.0,USD,1.0
PC1178-L,VYG1178,Djeno,load,2022-02-01,7302.26,2100.57,2458.44,6656.01,1581.93,0.0,AED,0.27
PC1178-D,VYG1178,Antwerp,discharge,2022-02-13,8822.12,4105.07,6705.28,8747.22,1658.52,0.0,EUR,1.09
PC1179-L,VYG1179,Bonny,load,2022-02-25,4320.73,3603.53,2775.9,3136.0,783.59,0.0,USD,1.0
PC1179-D,VYG1179,Ulsan,discharge,2022-03-20,8657.56,3980.32,7193.45,10498.48,1962.59,0.0,USD,1.0
PC1180-L,VYG1180,Bonny,load,2022-04-01,4975.61,4410.82,6606.06,9635.35,776.03,0.0,SGD,0.74
PC1180-D,VYG1180,Trieste,discharge,2022-04-29,4889.56,4556.19,3060.41,5615.64,1262.91,0.0,EUR,1.09
PC1181-L,VYG1181,Ras Tanura,load,2022-05-08,4930.36,1666.03,7435.15,9679.92,1993.07,0.0,SGD,0.74
PC1181-D,VYG1181,Qingdao,discharge,2022-06-04,5784.34,2304.33,4404.62,6293.22,542.29,0.0,SGD,0.74
PC1182-L,VYG1182,Mongstad,load,2022-06-14,8422.68,4789.33,4953.02,5772.74,1161.74,0.0,USD,1.0
PC1182-D,VYG1182,Fos-sur-Mer,discharge,2022-07-08,4779.08,2451.72,4811.37,6121.45,1405.39,0.0,SGD,0.74
PC1183-L,VYG1183,Djeno,load,2022-07-21,8795.02,2320.78,2280.88,2972.47,748.0,0.0,USD,1.0
PC1183-D,VYG1183,,discharge,2022-08-16,7309.24,4186.19,6862.97,7747.57,1178.36,0.0,USD,1.0
PC1184-L,VYG1184,Bonny,load,2022-08-30,5090.75,2884.54,3906.21,9626.87,1312.08,0.0,AED,0.27
PC1184-D,VYG1184,Qingdao,discharge,2022-09-25,5473.04,2524.16,2861.17,10015.35,613.89,0.0,SGD,0.74
PC1185-L,VYG1185,Bonny,load,2022-10-08,4335.18,2185.56,6457.99,6854.4,1534.68,0.0,SGD,0.74
PC1185-D,VYG1185,Trieste,discharge,2022-10-31,6174.57,1819.77,6699.51,4201.82,586.23,0.0,SGD,0.74
PC1186-L,VYG1186,Basrah,load,2022-11-16,7321.09,1866.53,2644.06,9069.68,1319.91,0.0,EUR,1.09
PC1186-D,VYG1186,Trieste,discharge,2022-11-28,5554.71,2715.6,6022.62,3197.5,719.7,0.0,EUR,1.09
PC1187-L,VYG1187,Bonny,load,2022-12-09,7553.4,3542.31,7319.8,5663.06,637.46,0.0,EUR,1.09
PC1187-D,VYG1187,Trieste,discharge,2022-12-29,7133.53,3642.71,2877.88,7089.56,849.76,0.0,AED,0.27
PC1188-L,VYG1188,Basrah,load,2023-01-13,8771.89,4272.52,4424.69,10400.61,2100.97,0.0,AED,0.27
PC1188-D,VYG1188,Trieste,discharge,2023-01-26,4956.01,2776.68,5335.05,3345.37,1145.58,0.0,EUR,1.09
PC1189-L,VYG1189,Sullom Voe,load,2023-02-05,5659.58,4646.56,4328.46,8768.03,1152.06,0.0,EUR,1.09
PC1189-D,VYG1189,Augusta,discharge,2023-02-18,4969.66,4362.08,2135.56,3114.19,1116.35,0.0,EUR,1.09
PC1190-L,VYG1190,Sullom Voe,load,2023-02-28,7930.12,2693.45,2487.0,5209.39,925.3,0.0,USD,1.0
PC1190-D,VYG1190,Fos-sur-Mer,discharge,2023-03-27,4295.57,3311.37,2755.44,4966.64,1559.24,0.0,EUR,1.09
PC1191-L,VYG1191,Basrah,load,2023-04-07,8133.95,2443.06,3889.03,4641.94,2064.36,0.0,AED,0.27
PC1191-D,VYG1191,Antwerp,discharge,2023-05-01,5282.77,2186.18,4506.85,4181.12,784.07,0.0,AED,0.27
PC1192-L,VYG1192,Escravos,load,2023-05-12,4778.02,3648.55,5397.77,7867.97,1770.61,0.0,EUR,1.09
PC1192-D,VYG1192,Antwerp,discharge,2023-06-06,6007.24,4538.96,6043.76,9104.34,1686.87,0.0,USD,1.0
PC1193-L,VYG1193,Escravos,load,2023-06-15,6178.43,2505.7,4386.76,3442.91,1255.38,0.0,EUR,1.09
PC1193-D,VYG1193,Rotterdam,discharge,2023-06-29,4496.75,1612.63,7101.33,8181.36,1432.29,0.0,USD,1.0
PC1194-L,VYG1194,Sullom Voe,load,2023-07-16,6085.88,3425.72,6888.4,7885.71,1497.3,0.0,USD,1.0
PC1194-D,VYG1194,Fos-sur-Mer,discharge,2023-08-11,6721.09,2706.23,5858.92,10514.51,1212.95,0.0,USD,1.0
PC1195-L,VYG1195,Ras Tanura,load,2023-08-22,6358.43,2969.96,4402.9,10591.66,1664.18,0.0,SGD,0.74
PC1195-D,VYG1195,Fos-sur-Mer,discharge,2023-09-13,6182.32,2788.81,4430.92,2960.36,1377.84,0.0,SGD,0.74
PC1196-L,VYG1196,Djeno,load,2023-09-27,8594.03,3713.82,3191.58,8490.94,1684.47,0.0,USD,1.0
PC1196-D,VYG1196,Qingdao,discharge,2023-10-17,5666.88,3593.2,5391.73,9384.97,751.05,0.0,USD,1.0
PC1197-L,VYG1197,Mongstad,load,2023-10-29,5305.81,3155.1,2368.77,5991.42,1794.48,0.0,SGD,0.74
PC1197-D,VYG1197,Antwerp,discharge,2023-11-10,5059.81,3071.84,7412.1,6714.03,1330.65,0.0,EUR,1.09
PC1198-L,VYG1198,Basrah,load,2023-11-20,7246.9,2195.21,2918.21,8085.5,1166.56,0.0,SGD,0.74
PC1198-D,VYG1198,Antwerp,discharge,2023-12-14,5812.84,1700.45,6645.6,2925.3,1733.31,0.0,EUR,1.09
PC1199-L,VYG1199,Basrah,load,2023-12-29,6303.94,3515.8,3454.28,3909.86,1386.75,0.0,EUR,1.09
PC1199-D,VYG1199,Fos-sur-Mer,discharge,2024-01-13,7976.63,2225.58,4460.58,6223.91,878.9,0.0,EUR,1.09
PC1200-L,VYG1200,Sullom Voe,load,2024-01-23,7280.26,2066.99,4852.0,3574.12,1310.2,0.0,USD,1.0
PC1200-D,VYG1200,,discharge,2024-02-11,5928.53,3047.19,4446.66,9930.13,1317.23,0.0,EUR,1.09
PC1201-L,VYG1201,Djeno,load,2024-02-22,8631.99,2322.09,4011.11,3267.38,1206.53,0.0,EUR,1.09
PC1201-D,VYG1201,Trieste,discharge,2024-03-16,7833.07,4282.13,5151.55,7787.25,816.96,0.0,EUR,1.09
PC1202-L,VYG1202,Mongstad,load,2024-03-23,4465.1,4133.4,3024.2,3396.02,2033.43,0.0,EUR,1.09
PC1202-D,VYG1202,Rotterdam,discharge,2024-04-08,9405.45,3572.02,4152.73,9332.58,860.89,0.0,USD,1.0
PC1203-L,VYG1203,Mongstad,load,2024-04-20,6556.76,2742.46,7001.07,10024.89,1574.75,0.0,SGD,0.74
PC1203-D,VYG1203,Fos-sur-Mer,discharge,2024-05-19,4857.28,3143.02,3441.75,9745.99,754.78,0.0,AED,0.27
PC1204-L,VYG1204,Ras Tanura,load,2024-05-30,4556.32,3854.17,4550.86,9373.59,652.74,0.0,EUR,1.09
PC1204-D,VYG1204,Qingdao,discharge,2024-06-13,8539.07,1719.47,2283.04,6357.19,887.4,0.0,SGD,0.74
PC1205-L,VYG1205,Mongstad,load,2024-06-27,7433.17,1682.61,2322.08,8483.85,869.6,0.0,AED,0.27
PC1205-D,VYG1205,Rotterdam,discharge,2024-07-17,7767.56,3999.75,2449.77,8824.7,962.81,0.0,SGD,0.74
PC1206-L,VYG1206,Ras Tanura,load,2024-07-25,6344.25,1877.25,6606.03,7152.5,1340.8,0.0,USD,1.0
PC1206-D,VYG1206,Augusta,discharge,2024-08-11,9432.29,2670.42,6884.16,8424.17,2018.98,0.0,AED,0.27
PC1207-L,VYG1207,Sullom Voe,load,2024-08-26,9108.28,4771.3,2835.61,9034.8,1820.52,0.0,SGD,0.74
PC1207-D,VYG1207,Ulsan,discharge,2024-09-13,7703.33,2492.36,7280.79,4302.04,1332.65,0.0,EUR,1.09
PC1208-L,VYG1208,Djeno,load,2024-09-25,7047.93,2117.85,5986.82,3377.6,1642.29,0.0,AED,0.27
PC1208-D,VYG1208,Augusta,discharge,2024-10-13,8792.62,2718.07,5916.91,3920.86,1886.85,0.0,USD,1.0
PC1209-L,VYG1209,Basrah,load,2024-10-22,9344.17,2088.62,5823.25,6713.32,1383.73,0.0,EUR,1.09
PC1209-D,VYG1209,Antwerp,discharge,2024-11-17,8034.61,3163.97,5335.07,4513.87,1138.94,0.0,EUR,1.09
PC1210-L,VYG1210,Djeno,load,2024-11-26,8881.28,1951.69,5320.4,4140.96,1887.8,0.0,USD,1.0
PC1210-D,VYG1210,Ulsan,discharge,2024-12-23,7354.9,2889.76,3465.73,6161.42,2065.51,0.0,USD,1.0
PC1211-L,VYG1211,Sullom Voe,load,2022-01-06,4931.35,2191.05,4317.63,4024.95,859.66,0.0,AED,0.27
PC1211-D,VYG1211,Augusta,discharge,2022-01-26,4282.5,1471.08,4195.35,6815.96,1399.99,0.0,SGD,0.74
PC1212-L,VYG1212,Primorsk,load,2022-02-03,6331.02,2151.03,2576.65,5487.6,1455.48,0.0,EUR,1.09
